timestamp,observation_id,estacion,bytes,hex,adc10_pz_array_current,adc13_px_array_current,adc1_py_array_current,adc31_mz_array_current,adc4_my_array_current,adc7_mx_array_current,battery_0_voltage_v,battery_1_voltage_v,i2c_node_address,length,magnetometer_set_1,magnetometer_set_2,packet_type,seq_no,switch_0_ppt_power_supply_status,switch_1_ppt_1_2_status,switch_2_phone_5v_webcam,switch_3_warp_valve_status,switch_4_warp_heater_status,switch_5_digi_wi9c_status,switch_6_sgr05_status,switch_7_reaction_wheels,switch_8_solar_panel_deploy_arm,switch_9_solar_panel_deploy_fire,unix_time_little_endian
2022-12-06T05:06:01+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:06:34+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:06:49+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:06:51+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:06:53+00:00,6836615,OE6EUR15,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:06:54+00:00,6836615,OE6EUR15,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:06:56+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:07:06+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:08+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:10+00:00,6836615,OE6EUR15,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:07:11+00:00,6836615,OE6EUR15,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:07:13+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:07:23+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:23+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:25+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:27+00:00,6836615,OE6EUR15,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:07:28+00:00,6836615,OE6EUR15,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:07:30+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:07:40+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:40+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:42+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:47+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:07:56+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:57+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:57+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:07:57+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:57+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:07:59+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:07:59+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:00+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:08:01+00:00,6836615,OE6EUR15,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:08:02+00:00,6836615,OE6EUR15,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:08:04+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:08:13+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:14+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:14+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:08:14+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:14+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:16+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:08:16+00:00,6836615,OE6EUR15,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:17+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:08:30+00:00,6840773,Mogielnica - UHF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:31+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:08:31+00:00,6836202,SP7THR-UHF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:31+00:00,6838569,M0KSF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:32+00:00,6840773,Mogielnica - UHF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:33+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:08:34+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:08:48+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:08:48+00:00,6836202,SP7THR-UHF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:48+00:00,6838569,M0KSF,16,C080010C02800C0802000000D0070000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:08:50+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:08:51+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:04+00:00,6840693,PE0SAT-11,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:09:05+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:05+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:05+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:05+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:05+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:06+00:00,6840693,PE0SAT-11,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:08+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:12+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:18+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:21+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:21+00:00,6840693,PE0SAT-11,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:09:22+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:09:22+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:22+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:22+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:23+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:23+00:00,6840693,PE0SAT-11,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:24+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:09:26+00:00,6840773,Mogielnica - UHF,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:29+00:00,6836615,OE6EUR15,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:38+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:39+00:00,6840773,Mogielnica - UHF,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:09:39+00:00,6839920,M0KSF-BB,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:39+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:39+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:40+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:41+00:00,6840773,Mogielnica - UHF,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:09:56+00:00,6840693,PE0SAT-11,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:09:58+00:00,6840693,PE0SAT-11,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:09:59+00:00,6840773,Mogielnica - UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:59+00:00,6840693,PE0SAT-11,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:09:59+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:09:59+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:01+00:00,6840693,PE0SAT-11,10,C0800506022D07020000,,,,,,2,,,7,6,,,2,5,,,,,,,,,,,
2022-12-06T05:10:14+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:15+00:00,6840693,PE0SAT-11,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:10:17+00:00,6840693,PE0SAT-11,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:10:18+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:18+00:00,6839920,M0KSF-BB,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:18+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:18+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:18+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:19+00:00,6840693,PE0SAT-11,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:10:20+00:00,6840693,PE0SAT-11,10,C0800506022D07020000,,,,,,2,,,7,6,,,2,5,,,,,,,,,,,
2022-12-06T05:10:24+00:00,6836615,OE6EUR15,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:10:29+00:00,6836615,OE6EUR15,10,C0800506022D07020000,,,,,,2,,,7,6,,,2,5,,,,,,,,,,,
2022-12-06T05:10:30+00:00,6836615,OE6EUR15,10,C0800606022D01020000,,,2,,,,,,1,6,,,2,6,,,,,,,,,,,
2022-12-06T05:10:34+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:35+00:00,6840693,PE0SAT-11,10,C0800206022C03020000,,,,,,,2,,3,6,,,2,2,,,,,,,,,,,
2022-12-06T05:10:37+00:00,6840693,PE0SAT-11,10,C0800306022C08020000,,,,,,,,2,8,6,,,2,3,,,,,,,,,,,
2022-12-06T05:10:38+00:00,6840693,PE0SAT-11,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:38+00:00,6840693,PE0SAT-11,10,C0800406022D0D020000,,2,,,,,,,13,6,,,2,4,,,,,,,,,,,
2022-12-06T05:10:38+00:00,6836202,SP7THR-UHF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:38+00:00,6838569,M0KSF,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:38+00:00,6836615,OE6EUR15,16,C080010C02800C080200000000000000,,,,,,,,,12,12,,,2,1,,,,,,,,,,,8
2022-12-06T05:10:39+00:00,6836615,OE6EUR15,13,C080120902669F0500005A005A,,,,,,,,,159,9,,,2,18,,,,,,,5,,,,
2022-12-06T05:10:40+00:00,6840693,PE0SAT-11,10,C0800506022D07020000,,,,,,2,,,7,6,,,2,5,,,,,,,,,,,
2022-12-06T05:10:41+00:00,6840693,PE0SAT-11,10,C0800606022D01020000,,,2,,,,,,1,6,,,2,6,,,,,,,,,,,
2022-12-06T05:10:41+00:00,6836607,OE6ISP_High_Gain_LimeSDR,10,C0800506022D07020000,,,,,,2,,,7,6,,,2,5,,,,,,,,,,,
2022-12-06T05:10:43+00:00,6840693,PE0SAT-11,10,C0800706022D04020000,,,,,2,,,,4,6,,,2,7,,,,,,,,,,,
2022-12-06T05:10:44+00:00,6840693,PE0SAT-11,10,C0800806022D0A020000,2,,,,,,,,10,6,,,2,8,,,,,,,,,,,
2022-12-06T05:10:44+00:00,6836607,OE6ISP_High_Gain_LimeSDR,10,C0800706022D04020000,,,,,2,,,,4,6,,,2,7,,,,,,,,,,,
2022-12-06T05:10:45+00:00,6836615,OE6EUR15,10,C0801806022C08020000,,,,,,,,2,8,6,,,2,24,,,,,,,,,,,
2022-12-06T05:10:46+00:00,6840693,PE0SAT-11,16,C0800B0C02890508813B010006000000,,,,,,,,,5,12,,8,2,11,,,,,,,,,,,
2022-12-06T05:10:46+00:00,6840693,PE0SAT-11,16,C0800A0C02890308AB120400F067FDFF,,,,,,,,,3,12,8,,2,10,,,,,,,,,,,
2022-12-06T05:10:46+00:00,6840693,PE0SAT-11,10,C0800906022D1F020000,,,,2,,,,,31,6,,,2,9,,,,,,,,,,,
2022-12-06T05:10:47+00:00,6840693,PE0SAT-11,13,C0800D09026686050003C1025A,,,,,,,,,134,9,,,2,13,,5,,,,,,,,,
2022-12-06T05:10:47+00:00,6840693,PE0SAT-11,13,C0800C0902668105000059005C,,,,,,,,,129,9,,,2,12,5,,,,,,,,,,
2022-12-06T05:10:48+00:00,6840693,PE0SAT-11,13,C0800E0902668B0500005B005B,,,,,,,,,139,9,,,2,14,,,5,,,,,,,,
2022-12-06T05:10:49+00:00,6840693,PE0SAT-11,13,C08010090266950500005A0058,,,,,,,,,149,9,,,2,16,,,,,5,,,,,,
2022-12-06T05:10:49+00:00,6840693,PE0SAT-11,13,C0800F0902669005000059005A,,,,,,,,,144,9,,,2,15,,,,5,,,,,,,
2022-12-06T05:10:50+00:00,6840693,PE0SAT-11,16,C0800A0C02890308AB120400F067FDFF,,,,,,,,,3,12,8,,2,10,,,,,,,,,,,
2022-12-06T05:10:50+00:00,6840693,PE0SAT-11,13,C080120902669F0500005A005A,,,,,,,,,159,9,,,2,18,,,,,,,5,,,,
2022-12-06T05:10:50+00:00,6840693,PE0SAT-11,13,C080110902669A05000059005A,,,,,,,,,154,9,,,2,17,,,,,,5,,,,,
2022-12-06T05:10:50+00:00,6838569,M0KSF,16,C0800A0C02890308AB120400F067FDFF,,,,,,,,,3,12,8,,2,10,,,,,,,,,,,
2022-12-06T05:10:50+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C0800A0C02890308AB120400F067FDFF,,,,,,,,,3,12,8,,2,10,,,,,,,,,,,
2022-12-06T05:10:50+00:00,6836615,OE6EUR15,16,C0800A0C02890308AB120400F067FDFF,,,,,,,,,3,12,8,,2,10,,,,,,,,,,,
2022-12-06T05:10:51+00:00,6840693,PE0SAT-11,16,C0800B0C02890508813B010006000000,,,,,,,,,5,12,,8,2,11,,,,,,,,,,,
2022-12-06T05:10:51+00:00,6840693,PE0SAT-11,13,C08014090266A9050000000000,,,,,,,,,169,9,,,2,20,,,,,,,,,5,,
2022-12-06T05:10:51+00:00,6840693,PE0SAT-11,13,C08013090266A405000058005B,,,,,,,,,164,9,,,2,19,,,,,,,,5,,,
2022-12-06T05:10:51+00:00,6838569,M0KSF,16,C0800B0C02890508813B010006000000,,,,,,,,,5,12,,8,2,11,,,,,,,,,,,
2022-12-06T05:10:51+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C0800B0C02890508813B010006000000,,,,,,,,,5,12,,8,2,11,,,,,,,,,,,
2022-12-06T05:10:51+00:00,6836607,OE6ISP_High_Gain_LimeSDR,13,C080120902669F0500005A005A,,,,,,,,,159,9,,,2,18,,,,,,,5,,,,
2022-12-06T05:10:51+00:00,6836607,OE6ISP_High_Gain_LimeSDR,13,C080110902669A05000059005A,,,,,,,,,154,9,,,2,17,,,,,,5,,,,,
2022-12-06T05:10:51+00:00,6836615,OE6EUR15,16,C0800B0C02890508813B010006000000,,,,,,,,,5,12,,8,2,11,,,,,,,,,,,
2022-12-06T05:10:52+00:00,6840693,PE0SAT-11,16,C080160C02800C080C00000068000B00,,,,,,,,,12,12,,,2,22,,,,,,,,,,,8
2022-12-06T05:10:52+00:00,6840693,PE0SAT-11,13,C08015090266AC050000000000,,,,,,,,,172,9,,,2,21,,,,,,,,,,5,
2022-12-06T05:10:53+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C080160C02800C080C00000068000B00,,,,,,,,,12,12,,,2,22,,,,,,,,,,,8
2022-12-06T05:10:54+00:00,6840693,PE0SAT-11,10,C0801706022C03020000,,,,,,,2,,3,6,,,2,23,,,,,,,,,,,
2022-12-06T05:10:55+00:00,6840693,PE0SAT-11,10,C0801806022C08020000,,,,,,,,2,8,6,,,2,24,,,,,,,,,,,
2022-12-06T05:10:56+00:00,6840693,PE0SAT-11,16,C080160C02800C080C00000068000B00,,,,,,,,,12,12,,,2,22,,,,,,,,,,,8
2022-12-06T05:10:56+00:00,6838569,M0KSF,16,C080160C02800C080C00000068000B00,,,,,,,,,12,12,,,2,22,,,,,,,,,,,8
2022-12-06T05:10:56+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C080160C02800C080C00000068000B00,,,,,,,,,12,12,,,2,22,,,,,,,,,,,8
2022-12-06T05:10:56+00:00,6836607,OE6ISP_High_Gain_LimeSDR,10,C0801806022C08020000,,,,,,,,2,8,6,,,2,24,,,,,,,,,,,
2022-12-06T05:10:57+00:00,6840693,PE0SAT-11,10,C0801906022D0D020000,,2,,,,,,,13,6,,,2,25,,,,,,,,,,,
2022-12-06T05:10:58+00:00,6840693,PE0SAT-11,10,C0801A06022D07020000,,,,,,2,,,7,6,,,2,26,,,,,,,,,,,
2022-12-06T05:10:58+00:00,6836607,OE6ISP_High_Gain_LimeSDR,10,C0801906022D0D020000,,2,,,,,,,13,6,,,2,25,,,,,,,,,,,
2022-12-06T05:10:59+00:00,6836607,OE6ISP_High_Gain_LimeSDR,10,C0801A06022D07020000,,,,,,2,,,7,6,,,2,26,,,,,,,,,,,
2022-12-06T05:11:02+00:00,6840693,PE0SAT-11,10,C0801B06022D01020000,,,2,,,,,,1,6,,,2,27,,,,,,,,,,,
2022-12-06T05:11:05+00:00,6840693,PE0SAT-11,10,C0801C06022D04020000,,,,,2,,,,4,6,,,2,28,,,,,,,,,,,
2022-12-06T05:11:06+00:00,6840693,PE0SAT-11,10,C0801D06022D0A020000,2,,,,,,,,10,6,,,2,29,,,,,,,,,,,
2022-12-06T05:11:06+00:00,6836615,OE6EUR15,10,C0802D06022C08020000,,,,,,,,2,8,6,,,2,45,,,,,,,,,,,
2022-12-06T05:11:07+00:00,6840693,PE0SAT-11,10,C0801E06022D1F020000,,,,2,,,,,31,6,,,2,30,,,,,,,,,,,
2022-12-06T05:11:08+00:00,6840693,PE0SAT-11,16,C080200C028905087C2F010011000000,,,,,,,,,5,12,,8,2,32,,,,,,,,,,,
2022-12-06T05:11:08+00:00,6840693,PE0SAT-11,16,C0801F0C02890308BD3F04008D74FCFF,,,,,,,,,3,12,8,,2,31,,,,,,,,,,,
2022-12-06T05:11:09+00:00,6840693,PE0SAT-11,13,C0802209026686050003C1025B,,,,,,,,,134,9,,,2,34,,5,,,,,,,,,
2022-12-06T05:11:09+00:00,6840693,PE0SAT-11,13,C08021090266810500005A005B,,,,,,,,,129,9,,,2,33,5,,,,,,,,,,
2022-12-06T05:11:09+00:00,6836615,OE6EUR15,10,C0802F06022D07020000,,,,,,2,,,7,6,,,2,47,,,,,,,,,,,
2022-12-06T05:11:10+00:00,6840693,PE0SAT-11,13,C080240902669005000059005A,,,,,,,,,144,9,,,2,36,,,,5,,,,,,,
2022-12-06T05:11:10+00:00,6840693,PE0SAT-11,13,C080230902668B0500005B005B,,,,,,,,,139,9,,,2,35,,,5,,,,,,,,
2022-12-06T05:11:11+00:00,6840693,PE0SAT-11,13,C080260902669A050000590059,,,,,,,,,154,9,,,2,38,,,,,,5,,,,,
2022-12-06T05:11:11+00:00,6840693,PE0SAT-11,13,C08025090266950500005A0058,,,,,,,,,149,9,,,2,37,,,,,5,,,,,,
2022-12-06T05:11:12+00:00,6840693,PE0SAT-11,16,C0801F0C02890308BD3F04008D74FCFF,,,,,,,,,3,12,8,,2,31,,,,,,,,,,,
2022-12-06T05:11:12+00:00,6840693,PE0SAT-11,13,C08028090266A405000058005A,,,,,,,,,164,9,,,2,40,,,,,,,,5,,,
2022-12-06T05:11:12+00:00,6840693,PE0SAT-11,13,C080270902669F0500005A005B,,,,,,,,,159,9,,,2,39,,,,,,,5,,,,
2022-12-06T05:11:12+00:00,6836615,OE6EUR15,10,C0803106022D04020000,,,,,2,,,,4,6,,,2,49,,,,,,,,,,,
2022-12-06T05:11:13+00:00,6840693,PE0SAT-11,16,C080200C028905087C2F010011000000,,,,,,,,,5,12,,8,2,32,,,,,,,,,,,
2022-12-06T05:11:13+00:00,6840693,PE0SAT-11,13,C0802A090266AC050000000000,,,,,,,,,172,9,,,2,42,,,,,,,,,,5,
2022-12-06T05:11:13+00:00,6840693,PE0SAT-11,13,C08029090266A9050000000000,,,,,,,,,169,9,,,2,41,,,,,,,,,5,,
2022-12-06T05:11:14+00:00,6840693,PE0SAT-11,16,C0802B0C02800C0817000000D0E90400,,,,,,,,,12,12,,,2,43,,,,,,,,,,,8
2022-12-06T05:11:15+00:00,6840693,PE0SAT-11,10,C0802C06022C03020000,,,,,,,2,,3,6,,,2,44,,,,,,,,,,,
2022-12-06T05:11:17+00:00,6840693,PE0SAT-11,10,C0802D06022C08020000,,,,,,,,2,8,6,,,2,45,,,,,,,,,,,
2022-12-06T05:11:18+00:00,6840693,PE0SAT-11,16,C0802B0C02800C0817000000D0E90400,,,,,,,,,12,12,,,2,43,,,,,,,,,,,8
2022-12-06T05:11:18+00:00,6840693,PE0SAT-11,10,C0802E06022D0D020000,,2,,,,,,,13,6,,,2,46,,,,,,,,,,,
2022-12-06T05:11:18+00:00,6836607,OE6ISP_High_Gain_LimeSDR,16,C0802B0C02800C0817000000D0E90400,,,,,,,,,12,12,,,2,43,,,,,,,,,,,8
2022-12-06T05:11:21+00:00,6840693,PE0SAT-11,10,C0803006022D01020000,,,2,,,,,,1,6,,,2,48,,,,,,,,,,,
2022-12-06T05:11:23+00:00,6840693,PE0SAT-11,10,C0803106022D04020000,,,,,2,,,,4,6,,,2,49,,,,,,,,,,,
